proper,ra,dec,dist,mag,absmag,ci,temp,x,y,z,con,lum,var,var_min,var_max
,17.268024,60.713907,182.4818,6.91,0.604,0.385,6961.137609,-17.001329,-87.630679,159.158273,Dra,49.93441887,,,
,14.975489,12.969187,182.4818,10.09,3.784,0.391,6928.532308,-126.546852,-124.933118,40.953848,Boo,2.669316064,,,
,4.315803,7.271016,182.4818,9.3,2.994,0.392,6923.130336,77.25209,163.701936,23.095411,Tau,5.525861556,,,
,0.080682,6.416652,182.4818,9.15,2.844,0.394,6912.353808,181.298187,3.830054,20.393756,Psc,6.344537958,,,
,11.868794,61.709423,182.4818,8.1,1.794,0.396,6901.613675,-86.435027,2.970227,160.685317,UMa,16.68783511,,,
,1.874716,49.799442,182.4818,7.95,1.644,0.398,6890.909742,103.881812,55.515998,139.377726,Per,19.16019832,,,
,17.879333,-36.25299,182.4818,10.04,3.734,0.402,6869.609713,-4.647962,-147.082409,-107.910929,Sco,2.795117054,,,
,13.37089,26.689568,182.4818,9.28,2.974,0.425,6749.854896,-152.650832,-57.266231,81.962855,Com,5.628594993,,,
,14.502836,86.153556,182.4818,9.58,3.274,0.428,6734.567564,-9.706349,-7.459088,182.070745,UMi,4.26972594,,,
,18.858177,-34.953777,182.4818,8.49,2.184,0.435,6699.187413,33.320766,-145.805814,-104.546634,Sgr,11.65198723,,,
,3.513239,5.152625,182.4818,7.34,1.034,0.436,6694.165971,110.138553,144.57013,16.388528,Tau,33.60469825,,,
,20.279847,-20.933438,182.4818,9.11,2.804,0.437,6689.152681,95.794333,-140.969205,-65.197671,Cap,6.582638416,,,
,12.903241,-51.365692,182.4818,7.6,1.294,0.445,6649.337394,-110.761534,-26.690709,-142.545066,Cen,26.44843627,,,
,1.080079,1.587741,182.4818,8.99,2.684,0.45,6624.712472,175.167792,50.894863,5.056163,Cet,7.351906921,,,
,23.882921,32.065209,182.4818,8.51,2.204,0.45,6624.712472,154.570549,-4.739314,96.876684,And,11.4393145,,,
,12.554591,5.781488,182.4818,9.36,3.054,0.461,6571.226571,-179.643302,-26.267536,18.382276,Vir,5.228775553,,,
,14.298012,69.234292,182.4818,8.16,1.854,0.463,6561.60211,-53.338724,-36.617886,170.627425,UMi,15.79064973,,,
,15.067213,-28.061509,182.4818,7.73,1.424,0.47,6528.155384,-111.844113,-115.851163,-85.842936,Lib,23.46388924,,7.785,7.665
,21.306138,5.303497,182.4818,9.19,2.884,0.481,6476.334733,138.355675,-117.782927,16.86704,Equ,6.115049825,,,
,3.642482,-59.820512,182.4818,8.61,2.304,0.494,6416.226605,53.092037,74.810699,-157.747273,Ret,10.43277881,,,
,13.734574,-42.846331,182.4818,9.65,3.344,0.498,6397.973464,-120.23246,-58.689577,-124.093902,Cen,4.003132822,,,
,10.500959,35.034676,182.4818,10.44,4.134,0.504,6370.803054,-138.057619,57.144758,104.75771,LMi,1.933748545,,10.49,10.37
,6.390595,37.445643,182.4818,10.01,3.704,0.528,6264.565874,-14.789019,144.121068,110.950484,Aur,2.873425887,,,
,15.058386,45.654329,182.4818,9,2.694,0.531,6251.554114,-88.803903,-91.560992,130.499268,Boo,7.284504233,,,
,23.047997,-34.365632,182.4818,9.18,2.874,0.532,6247.2298,145.975811,-37.15458,-103.00586,PsA,6.171631685,,,
,8.601009,29.03442,182.4818,10.48,4.174,0.565,6108.054516,-100.440218,123.966313,88.564797,Cnc,1.863802972,,10.528,10.418
,5.442042,56.63172,182.4818,9.34,3.034,0.574,6071.247255,14.609023,99.299467,152.40013,Cam,5.325985748,,,
,19.761138,16.859236,182.4818,9.94,3.634,0.587,6018.915262,77.697129,-156.402857,52.923623,Sge,3.064784905,,,
,17.51125,-17.879423,182.4818,9.03,2.724,0.591,6003.007577,-22.161104,-172.249048,-56.024622,Oph,7.085981269,,,
,7.954875,21.709156,182.4818,9.3,2.994,0.599,5971.461669,-83.029072,147.816257,67.499146,Gem,5.525861556,,,
,17.215326,-12.774023,182.4818,9.49,3.184,0.602,5959.723557,-36.302339,-174.223407,-40.347885,Oph,4.638739668,,,
,9.534698,-33.43351,182.4818,8.77,2.464,0.609,5932.526371,-121.653512,91.604458,-100.541801,Ant,9.003264311,,,
,17.955522,4.887457,182.4818,8.67,2.364,0.625,5871.350407,-2.117092,-181.805965,15.547232,Oph,9.871883011,,,
,14.923515,-55.431468,182.4818,7.91,1.604,0.649,5782.080269,-74.664162,-71.732227,-150.264293,Lup,19.87925021,,,
,14.60426,19.405963,182.4818,9.8,3.494,0.652,5771.125499,-133.637318,-108.464387,60.631275,Boo,3.486582934,,,
,20.78136,-52.401384,182.4818,9.85,3.544,0.695,5618.849102,74.0943,-83.101979,-144.58113,Ind,3.329660852,,,
,16.796779,-33.188059,182.4818,9.42,3.114,0.7,5601.697844,-47.314036,-145.200817,-99.888498,Sco,4.947661737,,,
,10.262034,-78.069947,182.4818,9.81,3.504,0.716,5547.557631,-33.884366,16.577441,-178.540319,Cha,3.454617749,,,
,4.889389,29.568752,182.4818,10.14,3.834,0.718,5540.868563,45.500391,152.054351,90.048853,Aur,2.549177051,,,
,13.088814,-39.222048,182.4818,9.64,3.334,0.785,5326.309051,-135.664278,-39.753772,-115.388253,Cen,4.040173354,,,
,11.171637,-28.270174,182.4818,7.64,1.334,0.888,5028.80409,-156.951615,34.581168,-86.428819,Hya,25.49177051,,,
,21.636273,-25.445153,182.4818,7.35,1.044,0.904,4985.717712,134.223985,-95.58525,-78.402738,PsA,33.29660852,,,
,5.580888,-71.746207,182.4818,8.36,2.054,0.907,4977.725905,6.258984,56.814445,-173.299022,Men,13.13409037,,,
,9.429173,32.762141,182.4818,7.39,1.084,0.921,4940.7866,-119.989865,95.657804,98.750599,Leo,32.09223768,,,
,11.47701,12.9094,182.4818,8.76,2.454,0.93,4917.344679,-176.204746,24.277598,40.768238,Leo,9.08657049,,,
,21.253025,51.281903,182.4818,6.99,0.684,0.978,4796.187802,85.874826,-75.190003,142.378276,Cyg,46.38739668,,,
,1.408572,39.025046,182.4818,7.85,1.544,1.01,4718.856086,132.234479,51.100833,114.901501,And,21.00873969,,,
,3.859831,5.938759,182.4818,11.82,5.514,1.036,4657.933048,96.456928,153.750425,18.880553,Tau,0.542500322,,11.88,11.74
,23.996137,-50.999255,182.4818,7.28,0.974,1.044,4639.519506,114.841303,-0.116097,-141.8135,Phe,35.5140335,,,
,20.066664,62.92374,182.4818,8.63,2.324,1.061,4600.895299,42.779787,-71.197443,162.482064,Dra,10.24235914,,,
,15.757682,-6.145306,182.4818,7.26,0.954,1.065,4591.905431,-100.49511,-151.058338,-19.534698,Lib,36.17428868,,,
,3.810533,-70.359719,182.4818,7.33,1.024,1.08,4558.520176,33.263199,51.531648,-171.865531,Hyi,33.91563869,,,
,3.249846,0.903031,182.4818,8.57,2.264,1.088,4540.922657,120.309284,137.175261,2.875953,Cet,10.82430448,,,
,8.617375,8.323489,182.4818,9.84,3.534,1.099,4516.958062,-114.266957,139.802874,26.416405,Cnc,3.360469825,,,
,4.576907,-33.64612,182.4818,7.41,1.104,1.11,4493.257892,55.296661,141.490011,-101.106199,Eri,31.50648833,,,
,20.531799,-0.154382,182.4818,7.48,1.174,1.113,4486.839505,112.288584,-143.841856,-0.491692,Aql,29.53928643,,,
,4.366509,19.535119,182.4818,9.81,3.504,1.116,4480.440359,71.324447,156.490157,61.019171,Tau,3.454617749,T,9.949,9.699
,16.214167,32.599208,182.4818,7.5,1.194,1.122,4467.699432,-69.285062,-137.23549,98.313704,CrB,29.00013369,,,
,20.658358,13.340892,182.4818,7.51,1.204,1.122,4467.699432,113.835594,-136.264805,42.106623,Del,28.73425887,,,
,5.397949,-20.727685,182.4818,7.54,1.234,1.158,4392.823419,26.789247,168.554853,-64.585248,Lep,27.95117054,,,
,7.130414,7.471214,182.4818,5.74,-0.566,1.176,4356.363995,-52.767354,173.067283,23.727782,CMi,146.6898282,,,
,16.360257,-51.751077,182.4818,6.87,0.564,1.248,4216.652323,-47.020678,-102.72016,-143.308171,Nor,51.80837851,,,
,15.351911,24.95802,182.4818,6.36,0.054,1.257,4199.844717,-105.725855,-127.250965,76.998937,Ser,82.87050779,,,
,19.257255,-16.099185,182.4818,7.43,1.124,1.259,4196.128713,56.671843,-165.91393,-50.602484,Sgr,30.93143011,,,
,17.392337,23.995081,182.4818,10.92,4.614,1.296,4128.601866,-26.409731,-164.606644,74.207723,Her,1.242796438,,10.993,10.833
,16.635436,-39.498036,182.4818,9.15,2.844,1.331,4066.781436,-49.240647,-131.921245,-116.067873,Sco,6.344537958,,,
,0.496945,-32.115982,182.4818,6.59,0.284,1.351,4032.315245,153.251114,20.05121,-97.013688,Scl,67.05018802,,,
,6.216548,6.016258,182.4818,6.45,0.144,1.621,3620.141613,-10.282792,181.185171,19.126038,Ori,76.27812341,,,
,0.278429,-20.210061,182.8154,6.5,0.19,-0.108,11709.13012,171.104476,12.494362,-63.156013,Cet,73.11390835,,,
,5.357898,-1.546235,182.8154,7.11,0.8,-0.079,11231.32316,30.575953,180.172825,-4.93302,Ori,41.68693835,,,
,20.755829,46.354795,182.8154,6.71,0.4,-0.027,10475.0204,83.339277,-94.738171,132.290253,Cyg,60.25595861,,,
,10.168761,-8.40817,182.8154,5.91,-0.4,0.026,9812.081842,-160.462166,83.419507,-26.732037,Sex,125.8925412,,,
,9.122358,-33.673075,182.8154,8.11,1.8,0.078,9245.993536,-110.970769,104.079672,-101.36262,Pyx,16.59586907,,,
,0.592965,36.579023,182.8154,8.56,2.25,0.1,9027.638443,145.041896,22.698677,108.945348,And,10.96478196,,,
,2.54994,6.956317,182.8154,7.97,1.66,0.114,8894.523832,142.512955,112.34453,22.141243,Cet,18.87991349,,,
,0.013427,30.39589,182.8154,8.33,2.02,0.135,8702.787431,157.686444,0.554335,92.499452,Peg,13.55189412,,,
,23.950556,27.573736,182.8154,7.66,1.35,0.145,8614.65404,162.036893,-2.097566,84.623376,Peg,25.11886432,,,
,0.581505,-68.596763,182.8154,8.59,2.28,0.146,8605.948946,65.943091,10.117393,-170.207572,Tuc,10.66596121,EN,8.634,8.564
,8.201399,46.941599,182.8154,7.85,1.54,0.17,8402.695283,-68.017994,104.654628,133.575565,Lyn,21.0862815,,,
,7.284431,-6.851665,182.8154,8.57,2.26,0.171,8394.455583,-59.891324,171.344199,-21.80975,Mon,10.86425624,,,
,22.160757,-6.393266,182.8154,8.52,2.21,0.176,8353.522794,161.020801,-84.138988,-20.356884,Aqr,11.37627286,,,
,13.206506,77.194472,182.8154,7.75,1.44,0.189,8249.126265,-38.515094,-12.586969,178.268411,Cam,23.1206479,,,
,4.915224,16.386499,182.8154,7.12,0.81,0.211,8078.841099,49.142653,168.364145,51.575039,Tau,41.3047502,,,
,9.511362,-25.616177,182.8154,7.61,1.3,0.213,8063.742775,-131.079501,99.962765,-79.038474,Ant,26.30267992,,,
,16.499777,-25.14779,182.8154,7.34,1.03,0.236,7894.463063,-63.338117,-152.886499,-77.688235,Sco,33.72873087,,,
,22.74325,-7.617179,182.8154,8.02,1.71,0.248,7809.199132,171.482627,-58.548686,-24.232836,Aqr,18.03017741,,,
,0.125363,24.321207,182.8154,8.57,2.26,0.249,7802.184861,166.500983,5.466521,75.292829,Peg,10.86425624,,,
,7.872137,-6.804366,182.8154,8.26,1.95,0.262,7712.240239,-85.451555,160.157269,-21.659902,Mon,14.45439771,,,
,4.857884,-0.546629,182.8154,7.87,1.56,0.273,7637.887807,53.849436,174.695926,-1.74412,Ori,20.70141349,,,
,6.891923,51.645079,182.8154,8.19,1.88,0.294,7500.209881,-26.24934,110.363947,143.360532,Lyn,15.41700453,,,
,4.348391,-34.732475,182.8154,7.92,1.61,0.312,7386.442379,62.957559,136.414362,-104.158236,Eri,19.7696964,,,
,3.962608,-56.250344,182.8154,8.35,2.04,0.318,7349.35239,51.641567,87.457288,-152.006059,Ret,13.30454418,,,
,23.604859,-7.117221,182.8154,7.85,1.54,0.322,7324.850786,180.43697,-18.73266,-22.65078,Aqr,21.0862815,,,
,21.388701,9.45328,182.8154,7.73,1.42,0.334,7252.403769,139.808541,-113.901138,30.026206,Equ,23.55049284,,,
,5.294311,59.946271,182.8154,9.01,2.7,0.343,7199.085391,16.818886,89.998052,158.236994,Cam,7.244359601,,,
,20.38721,59.777622,182.8154,8.68,2.37,0.38,6988.564782,53.839313,-74.627636,157.966815,Cyg,9.81747943,,,
,22.314242,4.143128,182.8154,9.13,2.82,0.382,6977.56575,164.866811,-77.884218,13.208087,Peg,6.486344335,PR,9.183,9.053
,8.09216,-30.801286,182.8154,8.35,2.04,0.396,6901.613675,-81.772455,134.057344,-93.612844,Pup,13.30454418,,,
,0.520002,-21.351236,182.8154,8.41,2.1,0.398,6890.909742,168.692693,23.108109,-66.560206,Cet,12.58925412,,,
,16.796258,-23.974314,182.8154,7.92,1.61,0.401,6874.9213,-51.774946,-158.817348,-74.282932,Oph,19.7696964,,,
,8.708507,-32.342256,182.8154,10.09,3.78,0.407,6843.184916,-100.571664,117.224672,-97.801776,Pyx,2.679168325,TX,10.443,9.923
,3.066962,9.665319,182.8154,9.32,3.01,0.408,6837.926421,125.181587,129.649365,30.693373,Cet,5.445026528,,,
,16.792864,14.390407,182.8154,9.06,2.75,0.413,6811.764999,-55.035119,-168.310115,45.434693,Her,6.918309709,,,
,5.906663,-4.729405,182.8154,9.54,3.23,0.414,6806.558765,4.451521,182.13856,-15.073128,Ori,4.446312675,,,
,13.130403,-55.513081,182.8154,9.05,2.74,0.422,6765.217714,-99.013586,-30.188243,-150.686596,Cen,6.982324041,,,
,22.697529,-18.561626,182.8154,8.95,2.64,0.435,6699.187413,163.327657,-57.956309,-58.194615,Aqr,7.655966069,,,
,14.596009,45.519725,182.8154,8.54,2.23,0.446,6644.396554,-99.630464,-80.506889,130.437272,Boo,11.16863248,,,
,9.704177,77.547686,182.8154,8.67,2.36,0.447,6639.463661,-32.511371,22.292173,178.514754,Dra,9.908319449,,,
,23.175107,-28.428605,182.8154,8.43,2.12,0.457,6590.567489,157.035495,-34.450052,-87.031706,Scl,12.35947433,,,
,22.115493,40.664305,182.8154,9.77,3.46,0.465,6552.00811,122.135469,-65.674145,119.127261,Lac,3.597493352,,,
,1.921951,-14.105109,182.8154,8.73,2.42,0.471,6523.407365,155.328646,85.496006,-44.552385,Cet,9.375620069,,,
,9.451261,44.782981,182.8154,10.03,3.72,0.473,6513.933703,-101.928268,80.299144,128.779447,UMa,2.831391996,,10.079,9.969
,2.309571,21.897548,182.8154,7.79,1.48,0.476,6499.778878,139.551767,96.427027,68.180648,Ari,22.28435149,,,
,9.365902,57.6652,182.8154,9.3,2.99,0.476,6499.778878,-75.438208,62.211998,154.467519,UMa,5.54625713,,9.361,9.261
,15.538032,13.921373,182.8154,10.39,4.08,0.48,6481.008924,-106.614986,-141.845549,43.98358,Ser,2.032357011,,10.441,10.291
,23.42524,-55.452184,182.8154,9.18,2.87,0.5,6388.888889,102.502021,-15.541129,-150.576491,Gru,6.194410751,,,
,16.955681,4.994575,182.8154,8.98,2.67,0.598,5975.385419,-49.174327,-175.35687,15.916167,Oph,7.447319739,,,
,0.449972,17.903505,182.8154,8.69,2.38,0.605,5948.034895,172.756992,20.445873,56.200165,Psc,9.727472238,,,
,15.19484,40.746423,182.8154,9.32,3.01,0.66,5742.128942,-92.814923,-102.801717,119.325888,Boo,5.445026528,,,
,13.200502,-12.402662,182.8154,8.55,2.24,0.68,5670.983534,-169.802846,-55.196977,-39.26522,Vir,11.06623784,,,
,21.100814,-61.562399,182.8154,9.84,3.53,0.71,5567.728737,63.161612,-59.912626,-160.756208,Pav,3.372873087,,9.911,9.791
,9.700514,4.969861,182.8154,8.51,2.2,0.724,5520.904289,-150.110409,103.138284,15.837611,Sex,11.48153621,,,
,14.511534,42.542864,182.8154,8.73,2.42,0.746,5448.996693,-106.611219,-82.318349,123.609094,Boo,9.375620069,,,
,6.084051,37.964272,182.8154,6.32,0.01,0.825,5206.429682,-3.171248,144.095801,112.462573,Aur,86.29785478,,,
,12.592554,-12.02109,182.8154,6.7,0.39,0.938,4896.704062,-176.659225,-27.627189,-38.075279,Crv,60.81350013,,,
,15.586116,43.167536,182.8154,6.75,0.44,0.953,4858.492605,-78.765507,-107.586731,125.070224,Boo,58.07644175,,,
,11.17602,-9.416876,182.8154,8.11,1.8,0.956,4850.925823,-176.171778,38.604015,-29.911625,Crt,16.59586907,,,
,3.770523,71.618127,182.8154,6.97,0.66,0.965,4828.374176,31.770985,48.106119,173.487395,Cam,47.42419853,,,
,3.406531,-57.551109,182.8154,7.44,1.13,0.975,4803.575141,61.598974,76.334997,-154.272503,Ret,30.76096815,,,
,16.508257,33.75088,182.8154,6.97,0.66,0.99,4766.876782,-57.86569,-140.558686,101.56913,Her,47.42419853,,,
,20.168297,-43.894242,182.8154,6.93,0.62,1.016,4704.648194,70.831619,-111.07863,-126.751293,Sgr,49.20395357,,,
,1.377098,-34.99204,182.8154,8.12,1.81,1.039,4651.009949,140.139951,52.832757,-104.8378,Scl,16.44371723,,,
,9.963071,-21.182256,182.8154,7.78,1.47,1.047,4632.653903,-146.79491,86.655053,-66.057752,Hya,22.49054606,,,
,21.744148,58.225698,182.8154,6.8,0.49,1.054,4616.717084,79.960309,-53.604848,155.416665,Cep,55.4625713,,,
,5.163764,75.480835,182.8154,7.72,1.41,1.061,4600.895299,9.953907,44.73857,176.976977,Cam,23.76840287,,,
,4.919085,-54.430836,182.8154,7.53,1.22,1.073,4574.036167,29.692666,102.111508,-148.704593,Dor,28.31391996,,,
,5.797679,13.445842,182.8154,8.73,2.42,1.073,4574.036167,9.413474,177.555094,42.509359,Tau,9.375620069,,,
,8.123717,55.301371,182.8154,7.19,0.88,1.08,4558.520176,-54.926109,88.394438,150.303081,Lyn,38.72576449,,,
,23.722933,-33.082739,182.8154,7.16,0.85,1.085,4547.504953,152.775161,-11.101142,-99.789705,Scl,39.81071706,,,
,0.837425,28.368984,182.8154,7.23,0.92,1.096,4523.467444,157.009872,34.984704,86.864323,Psc,37.32501578,,,
,2.509861,47.810331,182.8154,7.4,1.09,1.104,4506.152751,97.211838,74.992761,135.45263,And,31.91537855,,,
,7.510913,41.89034,182.8154,7.21,0.9,1.108,4497.547551,-52.439254,125.583461,122.067116,Aur,38.01893963,,,
,8.435046,28.628568,182.8154,7.56,1.25,1.115,4482.571275,-95.506135,128.948173,87.592242,Cnc,27.54228703,,,
,14.773176,56.6164,182.8154,6.61,0.3,1.137,4436.177624,-75.225785,-66.782975,152.651846,Dra,66.0693448,,,
,0.076367,71.968543,182.8154,9.26,2.95,1.162,4384.666085,56.577206,1.131274,173.836735,Cep,5.754399373,,,
,15.313929,74.85807,182.8154,7.61,1.3,1.162,4384.666085,-30.880931,-36.424642,176.468366,UMi,26.30267992,,,
,16.374498,-54.634593,182.8154,7.9,1.59,1.2,4308.727009,-43.681807,-96.373961,-149.081567,Nor,20.1372425,,,
,12.103348,-56.157906,182.8154,8.05,1.74,1.235,4241.180095,-101.773724,-2.754367,-151.842001,Cru,17.53880502,,,
,15.669233,-45.02142,182.8154,7.42,1.11,1.271,4173.976323,-74.047289,-105.901858,-129.318188,Lup,31.33285724,,,
,20.41186,-29.077842,182.8154,6.97,0.66,1.278,4161.166677,94.313342,-128.967166,-88.847814,Sgr,47.42419853,,,
,5.908232,-8.412646,182.8154,6.61,0.3,1.326,4075.494327,4.344445,180.796128,-26.746145,Ori,66.0693448,,,
,23.031959,-63.085499,182.8154,6.88,0.57,1.352,4030.607929,80.109965,-20.748513,-163.013383,Tuc,51.52286446,,,
,16.453379,-48.787917,182.8154,7.52,1.21,1.513,3774.057226,-47.448093,-110.708169,-137.527634,Nor,28.57590543,,,
,22.485551,9.129034,182.8154,5.6,-0.71,1.578,3679.836394,166.497317,-69.704494,29.005158,Peg,167.4942876,,,
,5.998363,-29.954365,182.8154,11.88,5.57,,,0.067881,158.39552,-91.281571,Col,0.515228645,,12.026,11.696
,19.406261,28.08757,183.1502,6.53,0.216,-0.08,11247.07336,58.152367,-150.753058,86.230783,Cyg,71.38385536,,,
,20.681466,41.202496,183.1502,7.01,0.696,-0.067,11046.09823,88.984262,-105.216703,120.645109,Cyg,45.87752705,,,
,14.937008,14.446266,183.1502,5.9,-0.414,-0.031,10529.15358,-127.462914,-123.326726,45.690783,Boo,127.5263706,,,
,21.475462,50.445361,183.1502,7.37,1.056,0.006,10051.0062,92.072798,-71.594388,141.212037,Cyg,32.93062702,,,
,23.781059,-24.293618,183.1502,8.25,1.936,0.021,9870.621193,166.657916,-9.563065,-75.350333,Aqr,14.64198643,,,
,7.939364,-20.463276,183.1502,6.84,0.526,0.038,9674.687625,-83.426652,149.946905,-64.030581,Pup,53.65373995,,,
,5.000344,-15.798666,183.1502,8.38,2.066,0.059,9444.250091,45.596775,170.230736,-49.864079,Lep,12.98972629,,,
,17.901024,-1.619312,183.1502,6.72,0.406,0.075,9276.6817,-4.743317,-183.015601,-5.175562,Oph,59.92389026,,,
,14.102658,9.895349,183.1502,8.64,2.326,0.08,9225.659539,-153.772244,-94.378975,31.474168,Boo,10.22350939,,,
,10.88479,-40.417299,183.1502,7.99,1.676,0.086,9165.248106,-133.539096,40.13523,-118.745394,Vel,18.60372881,,,
,20.41745,13.386194,183.1502,7.43,1.116,0.098,9047.016258,105.385688,-143.666087,42.401744,Del,31.16018303,,,
,5.082955,41.880424,183.1502,7.31,0.996,0.144,8623.378606,32.424607,132.451595,122.267159,Aur,34.80166322,,,
,15.968812,-50.674889,183.1502,8.56,2.246,0.15,8571.321931,-58.851753,-100.038857,-141.678135,Nor,11.00525221,,,
,19.09287,11.640232,183.1502,8.73,2.416,0.16,8486.08451,50.626511,-172.091243,36.953431,Aql,9.410224835,,,
,7.851715,31.615953,183.1502,7.73,1.416,0.18,8321.091831,-72.682541,137.996468,96.011555,Gem,23.63741608,,,
,22.809902,-17.256069,183.1502,8.24,1.926,0.192,8225.441218,166.485372,-53.617614,-54.330176,Aqr,14.77746706,,,
,22.117276,36.093717,183.1502,7.8,1.486,0.23,7937.866695,130.378898,-70.028309,107.895201,Lac,22.16154326,,,
,18.448877,-17.197603,183.1502,8.04,1.726,0.233,7916.099556,20.513475,-173.754971,-54.151667,Sgr,17.76642308,,,
,8.762927,19.049462,183.1502,8.03,1.716,0.244,7837.395137,-114.586203,129.771988,59.777447,Cnc,17.93081377,,,
,21.298086,14.538607,183.1502,7.95,1.636,0.252,7781.224709,134.751228,-115.205264,45.976616,Peg,19.30189728,,,
,15.164693,-15.706488,183.1502,8.57,2.256,0.293,7506.642848,-119.18154,-129.928946,-49.580492,Lib,10.90435546,,,
,13.805589,31.401056,183.1502,7.51,1.196,0.301,7455.514405,-139.183611,-71.174263,95.425819,CVn,28.94676264,CU,7.55,7.47
,10.869962,16.167216,183.1502,9.6,3.286,0.31,7398.896776,-168.265188,51.285141,50.996633,Leo,4.222795013,,,
,0.937353,-52.579727,183.1502,9.27,2.956,0.351,7152.403288,107.958222,27.037721,-145.457828,Phe,5.722687092,,,
,22.257401,18.603204,183.1502,7.74,1.426,0.351,7152.403288,155.828632,-76.471155,58.427302,Peg,23.42070695,,,
,23.647803,-43.623706,183.1502,9.66,3.346,0.36,7100.667766,132.01677,-12.207213,-126.358823,Phe,3.995765566,,,
,15.190731,48.692934,183.1502,8.39,2.076,0.365,7072.276311,-81.113203,-89.646914,137.579173,Boo,12.87063576,,,
,18.011752,17.166709,183.1502,7.66,1.346,0.394,6912.353808,0.538397,-174.990033,54.057322,Her,25.21157631,,,
,3.553174,-10.045405,183.1502,7.34,1.026,0.407,6843.184916,107.783246,144.589699,-31.946624,Eri,33.85322128,,,
,14.505485,-1.991074,183.1502,9.27,2.956,0.42,6775.501819,-145.054934,-111.63588,-6.363334,Vir,5.722687092,,,
,1.924206,-22.046828,183.1502,9.41,3.096,0.437,6689.152681,148.669728,81.945193,-68.748039,Cet,5.030370811,,,
,1.996069,-53.732149,183.1502,9.96,3.646,0.446,6644.396554,93.88477,54.075676,-147.666743,Eri,3.031098154,,,
,14.453078,0.560703,183.1502,10.27,3.956,0.45,6624.712472,-146.654432,-109.696221,1.792301,Vir,2.278242766,,,
,17.654227,47.244789,183.1502,7.97,1.656,0.451,6619.811172,-11.239828,-123.825642,134.480007,Her,18.94959795,,,
,12.306863,39.801317,183.1502,9.26,2.946,0.46,6576.050273,-140.254612,-11.291924,117.239327,CVn,5.775638464,,,
,16.878255,-38.760351,183.1502,8.85,2.536,0.461,6571.226571,-41.340641,-136.700979,-114.663811,Sco,8.425583753,,,
,1.989509,-70.055108,183.1502,9.12,2.806,0.463,6561.60211,54.190915,31.089102,-172.165061,Hyi,6.57052391,,,
,8.420472,39.240573,183.1502,8.95,2.636,0.464,6556.801312,-83.990807,114.309882,115.856769,Lyn,7.684223711,,,
,0.689327,-75.812828,183.1502,8.61,2.296,0.468,6537.673892,44.159319,8.057159,-177.564164,Hyi,10.50993427,,,
,23.330987,28.730316,183.1502,8.68,2.366,0.488,6443.818339,158.145857,-27.985548,88.038018,Peg,9.853715069,,,
,13.038981,33.771322,183.1502,10.26,3.946,0.496,6407.085991,-146.648531,-40.902776,101.809464,CVn,2.299323087,,,
,20.080408,-28.273658,183.1502,9.51,3.196,0.507,6357.311055,83.57222,-137.960917,-86.755202,Sgr,4.587752705,,,
,3.876304,2.497105,183.1502,8.99,2.676,0.529,6260.222136,96.570836,155.416841,7.979653,Tau,7.406277837,,,
,15.034231,50.653891,183.1502,9.74,3.426,0.554,6153.698972,-81.36865,-82.840198,141.635589,Boo,3.7119319,,,
,14.747421,-6.127317,183.1502,9.79,3.476,0.56,6128.711337,-136.993983,-119.976985,-19.54911,Vir,3.544867445,,,
,20.191865,-64.62047,183.1502,8.76,2.446,0.579,6051.004142,42.614105,-65.926908,-165.474097,Pav,9.153770084,,,
,17.703976,-8.071461,183.1502,9.31,2.996,0.58,6046.972924,-14.039252,-180.791577,-25.71577,Oph,5.515691913,,,
,13.808703,-11.306544,183.1502,8.52,2.206,0.594,5991.135977,-159.834727,-81.899116,-35.908087,Vir,11.4182619,,,
,22.699658,15.221224,183.1502,8.15,1.836,0.6,5967.54345,166.583193,-59.006975,48.085469,Peg,16.05461887,V415,8.22,8.12
,4.894247,12.907831,183.1502,10.18,3.866,0.612,5920.951828,50.960783,171.093966,40.912704,Ori,2.475141318,,,
,21.42087,42.168245,183.1502,9.34,3.026,0.623,5878.923296,105.960216,-84.850407,122.950545,Cyg,5.365373995,,,
,0.490957,15.010317,183.1502,9.51,3.196,0.634,5837.529714,175.441734,22.674905,47.434614,Psc,4.587752705,,,
,15.045683,-18.444559,183.1502,9.13,2.816,0.658,5749.348792,-121.375979,-124.314486,-57.946322,Lib,6.510284984,,,
,6.159996,26.497084,183.1502,9.91,3.596,0.694,5622.292836,-6.863759,163.767854,81.712908,Gem,3.173949409,,,
,22.691206,-1.434547,183.1502,9.9,3.586,0.719,5537.530484,172.449697,-61.514827,-4.585158,Aqr,3.203317601,,,
,19.04294,-38.002274,183.1502,9.02,2.706,0.724,5520.904289,38.917455,-138.973563,-112.764251,CrA,7.204436204,,,
,20.136667,-5.758102,183.1502,10.37,4.056,0.76,5404.267564,96.699964,-154.45214,-18.37523,Aql,2.077782098,,,
,15.620382,-18.335028,183.1502,8.39,2.076,0.762,5397.941479,-101.435835,-141.192725,-57.614076,Lib,12.87063576,,8.826,8.326
,8.061007,53.208271,183.1502,8.59,2.276,0.81,5250.706383,-56.35525,94.106367,146.669947,Lyn,10.70532854,,,
,8.969904,81.829438,183.1502,8.88,2.566,0.888,5028.80409,-18.259989,18.549967,181.291112,Cam,8.195963205,,,
,14.107459,38.417561,183.1502,7.97,1.656,0.89,5023.375178,-122.206032,-75.216617,113.807233,CVn,18.94959795,,,
